time;TAmb;T1;T2
11207;19.34;30.25;22.94
11213;18.36;30.25;22.94
11219;18.85;30.25;22.94
11224;18.85;30.25;22.94
11230;18.85;30.25;22.94
11236;19.34;30.25;22.94
11242;18.85;30.25;22.94
11248;19.34;30.25;22.94
11254;18.85;30.25;22.94
11259;18.85;30.25;22.94
11265;18.85;30.25;22.94
11271;18.85;30.25;22.94
11277;18.85;30.25;22.94
11283;18.85;30.25;22.94
11288;18.85;30.25;22.94
11294;18.85;30.25;22.94
11300;18.85;30.25;22.94
11306;18.85;30.25;22.94
11312;18.85;30.25;22.94
11318;19.34;30.25;22.94
11323;18.85;30.25;22.94
11329;18.85;30.25;22.94
11335;18.85;30.19;22.94
11341;18.85;30.19;22.94
11347;18.85;30.19;22.94
11353;19.34;30.12;22.94
11358;18.85;30.12;22.94
11364;18.85;30.12;22.94
11370;18.85;30.12;22.94
11376;19.34;30.12;22.94
11382;18.85;30.12;22.94
11387;18.85;30.12;22.94
11393;18.85;30.12;22.94
11399;19.34;30.12;22.94
11405;18.85;30.12;22.94
11411;18.85;30.12;22.94
11417;19.34;30.12;22.94
11422;19.34;30.12;22.94
11428;19.34;30.12;22.94
11434;18.85;30.12;22.94
11440;18.85;30.12;22.94
11446;18.85;30.12;22.94
11452;18.85;30.12;22.94
11457;18.85;30.12;22.94
11463;18.85;30.12;22.94
11469;19.34;30.12;22.94
11475;19.34;30.19;22.94
11481;18.85;30.12;22.94
11487;18.85;30.12;22.94
11492;19.34;30.12;22.94
11498;19.34;30.19;23
11504;18.85;30.19;22.94
11510;18.85;30.19;22.94
11516;18.85;30.19;23
11521;18.85;30.19;23
11527;19.34;30.19;23
11533;18.85;30.19;23
11539;18.85;30.12;23
11545;18.85;30.19;23
11551;19.34;30.12;23
11556;19.34;30.12;23
11562;18.85;30.12;23
11568;18.85;30.12;23
11574;18.85;30.12;23
11580;18.85;30.12;23
11586;18.85;30.12;23
11591;18.85;30.19;23
11597;18.85;30.19;23
11603;18.85;30.19;23
11609;18.85;30.19;23
11615;19.34;30.19;23
11620;18.85;30.19;23
11626;19.34;30.19;23
11632;18.85;30.12;23
11638;18.85;30.19;23
11644;18.85;30.19;23
11650;18.85;30.19;23
11655;18.36;30.19;23
11661;18.85;30.19;23
11667;18.85;30.19;23
11673;18.85;30.19;23
11679;18.85;30.19;23
11685;18.85;30.25;23
11690;18.85;30.25;23
11696;18.85;30.25;23
11702;18.85;30.19;23
11708;18.85;30.19;23
11714;18.85;30.19;23
11720;18.85;30.19;23
11725;18.85;30.19;23
11731;18.85;30.25;23
11737;18.85;30.25;23
11743;18.85;30.19;23
11749;18.85;30.19;23
11754;19.34;30.25;23
11760;18.85;30.25;23
11766;19.34;30.25;23
11772;18.85;30.25;23
11778;19.34;30.25;23
11784;18.85;30.25;23
11789;18.85;30.25;23
11795;18.85;30.25;23
11801;18.85;30.25;23
11807;18.85;30.25;23
11813;18.85;30.25;23
11819;18.85;30.25;23
11824;18.85;30.25;23
11830;18.85;30.19;23
11836;18.85;30.19;23
11842;18.85;30.19;23
11848;18.85;30.19;23
11853;18.85;30.19;23
11859;18.85;30.19;23
11865;18.85;30.19;23
11871;18.85;30.19;23
11877;19.34;30.25;23
11883;18.85;30.25;23
11888;19.34;30.25;23
11894;18.85;30.25;23
11900;18.85;30.25;23.06
11906;18.85;30.25;23
11912;18.85;30.25;23.06
11918;18.85;30.25;23.06
11923;18.85;30.25;23.06
11929;18.85;30.25;23.06
11935;18.85;30.25;23.06
11941;18.85;30.31;23.06
11947;18.85;30.31;23.06
11953;18.36;30.25;23.06
11958;18.85;30.31;23.06
11964;18.85;30.25;23.06
11970;18.85;30.25;23.06
11976;18.85;30.31;23.06
11982;19.34;30.25;23.06
11987;18.85;30.25;23.06
11993;18.85;30.25;23.06
11999;18.85;30.25;23.06
12005;18.85;30.25;23.06
12011;18.85;30.25;23.06
12017;18.36;30.25;23.06
12022;18.36;30.31;23.06
12028;19.34;30.31;23.06
12034;19.34;30.31;23.06
12040;18.85;30.31;23.06
12046;18.85;30.31;23.06
12052;18.85;30.31;23.06
12057;18.85;30.31;23.06
12063;18.85;30.31;23.06
12069;18.85;30.31;23.06
12075;18.85;30.31;23.06
12081;18.85;30.31;23.06
12087;18.85;30.31;23.06
12092;18.85;30.31;23.06
12098;18.85;30.31;23.06
12104;18.85;30.31;23.06
12110;18.85;30.25;23.06
12116;18.85;30.25;23.06
12121;18.85;30.25;23.06
12127;18.85;30.25;23.06
12133;18.85;30.25;23.06
12139;18.85;30.25;23.06
12145;18.85;30.25;23.06
12151;18.85;30.25;23.06
12156;18.85;30.25;23.06
12162;18.85;30.25;23.06
12168;18.85;30.25;23.06
12174;18.85;30.31;23.06
12180;18.85;30.25;23.06
12186;18.85;30.25;23.06
12191;18.85;30.25;23.06
12197;18.85;30.25;23.06
12203;18.85;30.31;23.06
12209;18.85;30.31;23.06
12215;18.85;30.25;23.06
12220;18.85;30.31;23.06
12226;18.85;30.25;23.06
12232;19.34;30.31;23.06
12238;18.85;30.31;23.06
12244;18.85;30.31;23.06
12250;18.85;30.31;23.06
12255;18.36;30.31;23.06
12261;18.85;30.31;23.12
12267;18.36;30.31;23.12
12273;18.85;30.31;23.06
12279;18.85;30.31;23.12
12285;18.85;30.31;23.12
12290;18.85;30.31;23.12
12296;18.85;30.31;23.12
12302;18.85;30.31;23.12
12308;18.85;30.25;23.12
12314;18.85;30.31;23.12
12320;18.85;30.31;23.12
12325;18.85;30.31;23.12
12331;18.85;30.31;23.12
12337;18.85;30.31;23.12
12343;18.85;30.31;23.12
12349;18.36;30.31;23.12
12354;18.36;30.31;23.12
12360;18.85;30.31;23.12
12366;18.85;30.31;23.12
12372;18.85;30.31;23.12
12378;18.85;30.31;23.12
12384;18.85;30.31;23.12
12389;18.85;30.31;23.12
12395;18.85;30.31;23.12
12401;18.85;30.31;23.12
12407;18.85;30.31;23.12
12413;18.36;30.31;23.12
12419;18.85;30.31;23.12
12424;18.85;30.31;23.12
12430;18.85;30.31;23.12
12436;18.85;30.31;23.12
12442;18.85;30.31;23.12
12448;18.85;30.31;23.12
12453;18.85;30.31;23.12
12459;19.34;30.31;23.12
12465;18.85;30.31;23.12
12471;18.85;30.31;23.12
12477;18.85;30.31;23.12
12483;18.36;30.31;23.12
12488;18.85;30.31;23.12
12494;18.85;30.31;23.12
12500;18.85;30.31;23.12
12506;18.85;30.31;23.12
12512;18.85;30.31;23.12
12518;18.85;30.31;23.12
12523;18.85;30.31;23.12
12529;18.85;30.31;23.12
12535;18.85;30.31;23.12
12541;18.85;30.31;23.12
12547;18.85;30.31;23.12
12553;18.85;30.31;23.12
12558;18.36;30.31;23.12
12564;18.85;30.31;23.12
12570;18.85;30.31;23.12
12576;18.85;30.31;23.12
12582;18.36;30.25;23.12
12587;18.85;30.31;23.12
12593;18.85;30.25;23.19
12599;18.85;30.31;23.12
12605;18.85;30.31;23.12
12611;18.85;30.25;23.12
12617;18.85;30.25;23.12
12622;18.85;30.31;23.12
12628;18.85;30.31;23.12
12634;18.85;30.31;23.12
12640;18.85;30.31;23.19
12646;18.85;30.31;23.19
12652;18.85;30.31;23.19
12657;18.85;30.31;23.12
12663;18.85;30.31;23.19
12669;18.85;30.31;23.12
12675;18.85;30.31;23.19
12681;18.85;30.31;23.19
12686;18.85;30.31;23.19
12692;18.85;30.31;23.19
12698;18.85;30.25;23.19
12704;18.85;30.31;23.19
12710;18.85;30.25;23.19
12716;19.34;30.25;23.19
12721;18.85;30.25;23.19
12727;18.36;30.31;23.19
12733;18.85;30.31;23.19
12739;18.85;30.31;23.19
12745;18.85;30.31;23.19
12751;18.36;30.31;23.19
12756;18.85;30.25;23.19
12762;18.85;30.31;23.19
12768;18.85;30.31;23.19
12774;18.36;30.31;23.19
12780;18.85;30.31;23.19
12786;18.85;30.31;23.19
12791;18.85;30.31;23.19
12797;18.85;30.31;23.19
12803;18.36;30.31;23.19
12809;18.36;30.31;23.19
12815;18.85;30.31;23.19
12820;18.85;30.31;23.19
12826;18.85;30.31;23.19
12832;18.85;30.31;23.19
12838;18.85;30.31;23.19
12844;18.85;30.31;23.19
12850;18.85;30.31;23.19
12855;18.36;30.31;23.19
12861;18.85;30.31;23.19
12867;18.36;30.31;23.19
12873;18.85;30.31;23.19
12879;18.85;30.31;23.19
12885;18.36;30.31;23.19
12890;18.85;30.31;23.19
12896;18.85;30.31;23.19
12902;18.85;30.31;23.19
12908;18.85;30.31;23.19
12914;18.85;30.31;23.19
12919;18.85;30.31;23.19
12925;18.85;30.31;23.19
12931;18.36;30.31;23.19
12937;18.85;30.31;23.19
12943;18.85;30.31;23.19
12949;18.85;30.31;23.25
12954;18.36;30.31;23.25
12960;19.34;30.31;23.25
12966;18.85;30.31;23.19
12972;18.85;30.31;23.19
12978;18.85;30.31;23.19
12984;18.36;30.31;23.19
12989;18.85;30.31;23.19
12995;18.85;30.31;23.25
13001;18.36;30.31;23.25
13007;18.85;30.31;23.25
13013;18.85;30.31;23.25
13019;19.34;30.31;23.25
13024;19.34;30.31;23.25
13030;18.85;30.31;23.25
13036;18.85;30.31;23.25
13042;18.85;30.31;23.25
13048;18.85;30.31;23.25
13053;18.36;30.31;23.25
13059;18.85;30.31;23.25
13065;18.85;30.31;23.25
13071;18.85;30.31;23.25
13077;18.85;30.31;23.25
13083;18.85;30.31;23.25
13088;18.85;30.31;23.25
13094;18.36;30.31;23.25
13100;18.36;30.31;23.25
13106;18.85;30.31;23.25
13112;18.85;30.31;23.25
13118;18.85;30.31;23.25
13123;18.85;30.31;23.25
13129;18.85;30.31;23.25
13135;18.85;30.31;23.25
13141;18.85;30.31;23.25
13147;18.85;30.31;23.25
13152;18.85;30.31;23.25
13158;18.36;30.31;23.25
13164;18.36;30.31;23.25
13170;18.85;30.31;23.25
13176;18.36;30.31;23.25
13182;18.85;30.31;23.25
13187;18.36;30.31;23.25
13193;18.85;30.31;23.25
13199;18.36;30.31;23.25
13205;18.36;30.31;23.25
13211;18.36;30.31;23.25
13217;18.36;30.31;23.25
13222;18.36;30.31;23.25
13228;18.85;30.31;23.25
13234;18.85;30.31;23.25
13240;18.85;30.31;23.25
13246;18.85;30.31;23.25
13252;18.85;30.31;23.25
13257;18.85;30.31;23.25
13263;18.85;30.31;23.25
13269;18.36;30.31;23.25
13275;18.85;30.31;23.25
13281;18.36;30.31;23.25
13286;18.85;30.31;23.25
13292;18.85;30.25;23.25
13298;18.85;30.19;23.25
13304;18.85;30.19;23.25
13310;18.85;30.19;23.25
13316;18.85;30.19;23.31
13321;18.85;30.19;23.25
13327;18.85;30.19;23.25
13333;18.36;30.19;23.31
13339;18.85;30.19;23.25
13345;18.85;30.19;23.25
13351;18.85;30.19;23.25
13356;18.36;30.19;23.31
13362;18.85;30.19;23.31
13368;18.85;30.19;23.25
13374;18.85;30.25;23.25
13380;18.85;30.25;23.25
13385;18.85;30.25;23.31
13391;18.85;30.25;23.31
13397;18.85;30.25;23.31
13403;18.85;30.31;23.31
13409;18.85;30.31;23.31
13415;18.85;30.31;23.31
13420;18.85;30.31;23.31
13426;18.36;30.31;23.31
13432;18.85;30.31;23.31
13438;18.85;30.31;23.25
13444;18.85;30.31;23.31
13450;18.85;30.37;23.31
13455;18.85;30.37;23.31
13461;18.85;30.37;23.31
13467;18.85;30.37;23.31
13473;18.85;30.37;23.31
13479;18.85;30.37;23.31
13485;18.85;30.37;23.31
13490;18.85;30.37;23.31
13496;18.85;30.37;23.31
13502;18.36;30.37;23.31
13508;18.36;30.37;23.31
13514;18.85;30.44;23.31
13519;18.85;30.44;23.31
13525;18.85;30.44;23.31
13531;18.85;30.44;23.31
13537;18.85;30.44;23.31
13543;18.85;30.44;23.31
13549;18.85;30.44;23.31
13554;18.85;30.44;23.31
13560;18.85;30.5;23.31
13566;18.85;30.5;23.31
13572;18.85;30.44;23.31
13578;18.85;30.44;23.31
13584;18.85;30.44;23.31
13589;18.85;30.44;23.31
13595;18.85;30.44;23.31
13601;18.85;30.44;23.31
13607;18.85;30.5;23.31
13613;18.85;30.5;23.31
13618;18.85;30.5;23.31
13624;18.85;30.5;23.31
13630;18.85;30.5;23.31
13636;18.85;30.5;23.31
13642;18.85;30.5;23.31
13648;18.85;30.5;23.31
13653;18.36;30.5;23.31
13659;18.85;30.5;23.31
13665;18.85;30.5;23.31
13671;18.85;30.5;23.31
13677;18.85;30.5;23.31
13683;18.85;30.5;23.31
13688;18.85;30.56;23.31
13694;18.85;30.5;23.31
13700;18.85;30.5;23.31
13706;18.36;30.56;23.31
13712;18.85;30.56;23.31
13718;18.85;30.56;23.31
13723;18.36;30.56;23.31
13729;18.85;30.56;23.37
13735;18.85;30.56;23.31
13741;18.85;30.56;23.31
13747;18.36;30.56;23.37
13752;18.85;30.56;23.31
13758;18.85;30.56;23.31
13764;18.36;30.62;23.37
13770;18.85;30.62;23.37
13776;18.85;30.62;23.37
13782;18.36;30.62;23.37
13787;18.36;30.62;23.37
13793;18.85;30.62;23.37
13799;18.85;30.62;23.37
13805;18.85;30.62;23.37
13811;18.85;30.62;23.37
13817;18.85;30.62;23.37
13822;18.85;30.62;23.37
13828;18.36;30.62;23.37
13834;18.85;30.62;23.37
13840;18.85;30.62;23.31
13846;18.85;30.62;23.37
13851;18.85;30.62;23.37
13857;18.85;30.62;23.37
13863;18.85;30.62;23.37
13869;18.85;30.62;23.37
13875;18.36;30.62;23.37
13881;18.85;30.62;23.37
13886;18.85;30.62;23.37
13892;18.85;30.62;23.37
13898;18.85;30.62;23.37
13904;18.85;30.62;23.37
13910;18.85;30.62;23.37
13916;18.85;30.62;23.37
13921;18.85;30.62;23.37
13927;18.85;30.62;23.37
13933;18.85;30.62;23.37
13939;18.85;30.62;23.37
13945;18.85;30.62;23.37
13951;18.85;30.62;23.37
13956;18.85;30.62;23.37
13962;18.85;30.62;23.37
13968;18.85;30.62;23.37
13974;18.85;30.62;23.37
13980;18.85;30.62;23.37
13985;18.85;30.62;23.37
13991;18.85;30.62;23.37
13997;18.36;30.62;23.37
14003;18.85;30.62;23.37
14009;18.85;30.62;23.37
14015;18.36;30.62;23.37
14020;18.85;30.62;23.37
14026;18.85;30.62;23.37
14032;18.85;30.62;23.37
14038;18.85;30.62;23.37
14044;18.85;30.62;23.37
14050;18.85;30.62;23.37
14055;18.85;30.62;23.37
14061;18.85;30.62;23.37
14067;18.85;30.62;23.37
14073;18.36;30.62;23.37
14079;19.34;30.62;23.37
14084;18.85;30.62;23.37
14090;18.85;30.62;23.37
14096;18.85;30.62;23.37
14102;18.85;30.62;23.37
14108;18.85;30.62;23.37
14114;18.85;30.62;23.44
14119;19.34;30.62;23.37
14125;18.85;30.62;23.44
14131;18.85;30.62;23.44
14137;18.85;30.62;23.44
14143;18.36;30.62;23.44
14149;18.85;30.62;23.44
14154;18.85;30.62;23.37
14160;18.85;30.62;23.37
14166;18.36;30.62;23.44
14172;18.85;30.62;23.44
14178;18.36;30.62;23.44
14184;18.85;30.62;23.37
14189;18.85;30.56;23.44
14195;18.85;30.56;23.44
14201;18.85;30.56;23.44
14207;18.85;30.62;23.44
14213;18.85;30.56;23.44
14218;18.85;30.56;23.44
14224;18.85;30.62;23.44
14230;18.85;30.62;23.44
14236;18.85;30.62;23.44
14242;18.85;30.62;23.44
14248;18.85;30.62;23.44
14253;18.85;30.62;23.44
14259;18.36;30.62;23.44
14265;18.85;30.62;23.44
14271;18.85;30.62;23.44
14277;18.85;30.62;23.44
14283;18.36;30.62;23.44
14288;18.85;30.62;23.44
14294;18.85;30.62;23.44
14300;18.36;30.62;23.44
14306;18.85;30.62;23.44
14312;18.85;30.62;23.44
14318;18.85;30.62;23.44
14323;18.85;30.62;23.44
14329;18.36;30.62;23.44
14335;18.85;30.62;23.44
14341;18.85;30.62;23.44
14347;19.34;30.69;23.44
14352;18.85;30.69;23.44
14358;18.85;30.69;23.44
14364;18.85;30.69;23.44
14370;18.36;30.69;23.44
14376;18.36;30.69;23.44
14382;18.85;30.69;23.44
14387;18.36;30.69;23.44
14393;18.85;30.69;23.44
14399;18.85;30.69;23.44
14405;18.85;30.69;23.44
14411;18.85;30.69;23.44
14417;18.85;30.69;23.44
14422;18.85;30.69;23.44
14428;18.85;30.69;23.44
14434;18.85;30.62;23.44
14440;18.85;30.62;23.44
14446;18.85;30.62;23.44
14451;18.85;30.62;23.44
14457;18.85;30.62;23.44
14463;18.85;30.62;23.44
14469;18.85;30.69;23.44
14475;18.85;30.69;23.44
14481;18.85;30.69;23.44
14486;18.85;30.62;23.44
14492;18.85;30.62;23.44
14498;18.85;30.62;23.44
14504;18.85;30.62;23.44
14510;18.36;30.62;23.44
14516;18.85;30.62;23.44
14521;18.85;30.62;23.44
14527;18.85;30.62;23.44
14533;18.36;30.69;23.44
14539;18.85;30.69;23.5
14545;18.85;30.69;23.44
14551;18.85;30.69;23.5
14556;18.85;30.69;23.5
14562;19.34;30.69;23.44
14568;18.85;30.69;23.5
14574;18.85;30.69;23.44
14580;18.85;30.62;23.5
14585;19.34;30.62;23.5
14591;18.85;30.69;23.44
14597;18.36;30.69;23.5
14603;18.85;30.69;23.5
14609;18.36;30.69;23.5
14615;18.85;30.69;23.5
14620;18.85;30.69;23.5
14626;18.85;30.69;23.5
14632;18.85;30.69;23.5
14638;18.85;30.69;23.5
14644;18.85;30.69;23.5
14650;18.85;30.69;23.5
14655;18.85;30.69;23.5
14661;18.85;30.69;23.5
14667;18.85;30.69;23.5
14673;18.85;30.69;23.5
14679;18.36;30.69;23.5
14684;18.85;30.69;23.5
14690;18.85;30.69;23.5
14696;18.85;30.69;23.5
14702;18.85;30.69;23.5
14708;18.85;30.69;23.5
14714;18.36;30.69;23.5
14719;18.85;30.69;23.5
14725;19.34;30.69;23.5
14731;18.85;30.69;23.5
14737;18.85;30.69;23.5
14743;18.85;30.75;23.5
14749;18.85;30.69;23.5
14754;18.85;30.69;23.5
14760;18.85;30.69;23.5
14766;18.85;30.69;23.5
14772;18.85;30.69;23.5
14778;18.85;30.69;23.5
14784;18.85;30.69;23.5
14789;18.85;30.69;23.5
14795;18.85;30.69;23.5
14801;18.85;30.69;23.5
14807;18.85;30.69;23.5
14813;18.85;30.69;23.5
14818;18.85;30.69;23.5
14824;18.85;30.69;23.5
14830;18.85;30.69;23.5
14836;18.85;30.69;23.5
14842;18.85;30.69;23.5
14848;18.85;30.69;23.5
14853;18.85;30.69;23.5
14859;18.85;30.69;23.5
14865;18.36;30.69;23.5
14871;18.85;30.69;23.5
14877;18.85;30.69;23.5
14883;18.85;30.69;23.5
14888;18.85;30.69;23.5
14894;18.85;30.69;23.5
14900;18.85;30.69;23.5
14906;18.36;30.69;23.5
14912;18.36;30.69;23.5
14917;18.85;30.69;23.5
14923;18.85;30.75;23.5
14929;18.85;30.75;23.5
14935;18.85;30.75;23.56
14941;18.85;30.75;23.5
14947;18.85;30.69;23.5
14952;18.85;30.69;23.5
14958;18.85;30.69;23.5
14964;18.85;30.75;23.56
14970;18.36;30.69;23.5
14976;18.85;30.69;23.56
14982;18.85;30.69;23.56
14987;18.85;30.75;23.56
14993;18.85;30.75;23.5
14999;18.85;30.75;23.56
15005;18.85;30.75;23.56
15011;18.85;30.75;23.56
15017;18.85;30.75;23.56
15022;18.85;30.75;23.56
15028;18.85;30.75;23.56
15034;18.85;30.75;23.56
15040;19.34;30.75;23.56
15046;18.85;30.75;23.56
15051;18.85;30.75;23.56
15057;18.85;30.75;23.56
15063;18.85;30.75;23.56
15069;18.85;30.75;23.56
15075;18.85;30.75;23.56
15081;18.85;30.75;23.56
15086;18.85;30.75;23.56
15092;18.85;30.69;23.56
15098;18.85;30.69;23.56
15104;18.85;30.75;23.56
15110;18.85;30.75;23.56
15116;18.85;30.75;23.56
15121;18.85;30.75;23.56
15127;18.85;30.75;23.56
15133;18.85;30.75;23.56
15139;18.85;30.75;23.56
15145;18.85;30.75;23.56
15150;18.85;30.75;23.56
15156;18.85;30.75;23.56
15162;18.85;30.81;23.56
15168;18.85;30.81;23.56
15174;18.85;30.81;23.56
15180;18.85;30.81;23.56
15185;18.85;30.81;23.56
15191;18.85;30.81;23.56
15197;18.85;30.81;23.56
15203;18.85;30.81;23.56
15209;18.85;30.81;23.56
15215;18.85;30.81;23.56
15220;18.36;30.81;23.56
15226;18.85;30.81;23.56
15232;18.85;30.81;23.56
15238;19.34;30.81;23.56
15244;18.85;30.81;23.56
15250;18.85;30.81;23.56
15255;18.85;30.81;23.56
15261;18.85;30.81;23.56
15267;18.85;30.81;23.56
15273;18.85;30.81;23.56
15279;18.85;30.81;23.56
15284;18.85;30.81;23.56
15290;18.85;30.81;23.56
15296;18.85;30.81;23.56
15302;18.85;30.81;23.56
15308;18.85;30.81;23.56
15314;18.85;30.81;23.56
15319;18.85;30.87;23.56
15325;19.34;30.81;23.56
15331;18.85;30.81;23.56
15337;18.85;30.81;23.56
15343;18.85;30.81;23.56
15349;18.85;30.81;23.56
15354;19.34;30.81;23.62
15360;18.85;30.87;23.56
15366;18.85;30.81;23.56
15372;18.85;30.81;23.56
15378;18.85;30.87;23.62
15383;18.85;30.87;23.56
15389;18.85;30.87;23.56
15395;19.34;30.81;23.62
15401;18.85;30.81;23.62
15407;18.85;30.87;23.56
15413;18.85;30.81;23.56
15418;18.85;30.87;23.62
15424;19.34;30.87;23.62
15430;18.85;30.87;23.62
15436;18.85;30.87;23.62
15442;18.85;30.87;23.62
15448;18.85;30.87;23.62
15453;18.85;30.87;23.62
15459;18.85;30.87;23.62
15465;18.85;30.87;23.62
15471;18.85;30.87;23.62
15477;18.85;30.87;23.62
15483;18.85;30.87;23.62
15488;18.36;30.87;23.62
15494;18.85;30.87;23.62
15500;18.85;30.87;23.62
15506;18.85;30.87;23.62
15512;18.85;30.87;23.62
15517;18.85;30.87;23.62
15523;18.85;30.87;23.62
15529;18.85;30.87;23.62
15535;18.85;30.87;23.62
15541;18.85;30.81;23.62
15547;18.85;30.81;23.62
15552;18.85;30.81;23.62
15558;18.85;30.87;23.62
15564;18.85;30.87;23.62
15570;18.85;30.87;23.62
15576;18.85;30.87;23.62
15582;18.85;30.87;23.62
15587;18.36;30.87;23.62
15593;18.85;30.87;23.62
15599;18.85;30.87;23.62
15605;18.85;30.87;23.62
15611;18.85;30.87;23.62
15616;18.85;30.87;23.62
15622;18.85;30.87;23.62
15628;18.85;30.87;23.62
15634;19.34;30.87;23.62
15640;18.85;30.87;23.62
15646;19.34;30.87;23.62
15651;18.85;30.87;23.62
15657;18.85;30.87;23.62
15663;18.85;30.87;23.62
15669;18.36;30.87;23.62
15675;18.85;30.87;23.62
15681;18.85;30.87;23.62
15686;18.85;30.87;23.62
15692;18.85;30.87;23.62
15698;18.85;30.87;23.62
15704;18.85;30.87;23.62
15710;18.85;30.87;23.62
15716;18.85;30.87;23.69
15721;18.85;30.87;23.62
15727;18.85;30.87;23.69
15733;18.85;30.87;23.62
15739;18.85;30.87;23.62
15745;18.85;30.87;23.62
15750;18.85;30.87;23.62
15756;18.85;30.87;23.69
15762;18.36;30.87;23.62
15768;18.85;30.87;23.62
15774;18.85;30.94;23.69
15780;18.85;30.94;23.62
15785;18.85;30.94;23.69
15791;18.85;30.94;23.62
15797;18.85;30.94;23.62
15803;18.85;30.94;23.69
15809;18.85;30.94;23.69
15815;18.85;30.94;23.69
15820;18.85;30.94;23.69
15826;18.85;30.94;23.69
15832;18.85;30.94;23.69
15838;18.85;30.94;23.69
15844;19.34;30.94;23.62
15849;18.85;30.94;23.69
15855;18.85;30.87;23.69
15861;18.85;30.87;23.69
15867;18.85;30.87;23.69
15873;18.85;30.87;23.69
15879;18.85;30.94;23.69
15884;18.85;30.94;23.69
15890;18.85;30.94;23.69
15896;18.85;30.94;23.69
15902;18.85;30.87;23.69
15908;18.85;30.94;23.69
15914;18.85;30.94;23.69
15919;18.85;30.94;23.69
15925;18.85;30.94;23.69
15931;18.85;30.94;23.69
15937;18.85;30.94;23.69
15943;18.85;30.94;23.69
15949;18.85;30.94;23.69
15954;18.36;30.94;23.69
15960;18.85;30.94;23.69
15966;18.85;30.94;23.69
15972;18.85;30.94;23.69
15978;18.85;30.94;23.69
15983;18.85;30.94;23.69
15989;18.85;30.94;23.69
15995;18.85;30.94;23.69
16001;18.85;30.94;23.69
16007;18.85;30.94;23.69
16013;18.85;30.94;23.69
16018;18.85;30.94;23.69
16024;18.85;30.94;23.69
16030;18.85;30.94;23.69
16036;18.85;30.94;23.69
16042;18.85;30.94;23.69
16048;18.85;30.94;23.69
16053;18.85;30.94;23.69
16059;18.85;30.94;23.69
16065;18.85;30.94;23.69
16071;19.34;30.94;23.69
16077;19.34;30.94;23.69
16082;18.85;30.94;23.69
16088;18.85;30.94;23.69
16094;18.85;30.94;23.69
16100;18.85;30.94;23.69
16106;18.85;30.94;23.69
16112;18.85;30.94;23.69
16117;18.85;30.94;23.69
16123;18.85;30.94;23.69
16129;18.85;30.94;23.75
16135;18.85;30.94;23.69
16141;18.85;30.94;23.69
16147;18.85;30.94;23.75
16152;18.85;30.94;23.75
16158;18.85;30.94;23.75
16164;18.85;30.87;23.75
16170;18.85;30.94;23.69
16176;18.85;30.94;23.75
16182;18.85;30.94;23.75
16187;18.85;30.94;23.69
16193;18.85;30.87;23.69
16199;18.85;30.87;23.75
16205;18.85;30.87;23.75
16211;18.85;30.87;23.75
16216;18.85;30.87;23.75
16222;18.85;30.87;23.75
16228;18.85;30.87;23.75
16234;18.85;30.87;23.75
16240;18.85;30.87;23.75
16246;18.85;30.87;23.75
16251;18.85;30.87;23.75
16257;18.85;30.87;23.75
16263;18.85;30.87;23.75
16269;19.34;30.87;23.75
16275;18.85;30.87;23.75
16281;18.85;30.87;23.75
16286;19.34;30.87;23.75
16292;18.85;30.87;23.75
16298;18.85;30.87;23.75
16304;18.85;30.87;23.75
16310;19.34;30.87;23.75
16315;19.34;30.87;23.75
16321;18.85;30.87;23.75
16327;18.85;30.87;23.75
16333;18.85;30.87;23.75
16339;18.85;30.94;23.75
16345;18.85;30.94;23.75
16350;18.85;30.94;23.75
16356;18.85;30.94;23.75
16362;18.85;30.94;23.75
16368;18.85;30.94;23.75
16374;18.85;30.94;23.75
16380;18.85;30.94;23.75
16385;18.85;30.94;23.75
16391;18.85;30.94;23.75
16397;19.34;30.94;23.75
16403;19.34;30.94;23.75
16409;18.85;30.94;23.75
16415;18.85;30.94;23.75
16420;18.85;30.94;23.75
16426;19.34;30.94;23.75
16432;19.34;30.94;23.75
16438;19.34;30.94;23.75
16444;18.85;30.94;23.75
16449;18.85;30.94;23.75
16455;19.34;30.94;23.75
16461;18.85;31;23.75
16467;18.85;30.94;23.75
16473;18.85;30.94;23.75
16479;18.85;30.94;23.75
16484;18.85;30.94;23.75
16490;19.34;30.94;23.75
16496;18.85;30.94;23.75
16502;18.85;30.94;23.75
16508;19.34;30.94;23.75
16514;18.85;30.94;23.75
16519;18.85;30.94;23.75
16525;18.85;30.94;23.75
16531;18.85;30.94;23.75
16537;18.85;30.94;23.75
16543;18.85;30.94;23.75
16549;18.85;30.94;23.75
16554;19.34;30.94;23.81
16560;18.85;30.94;23.75
16566;18.85;30.94;23.81
16572;18.85;30.94;23.75
16578;18.85;30.94;23.75
16583;18.85;30.94;23.75
16589;19.34;30.94;23.81
16595;18.85;31;23.75
16601;19.34;31;23.81
16607;19.34;31;23.81
16613;18.85;31;23.75
16618;18.36;31;23.81
16624;18.85;31;23.81
16630;19.34;31;23.81
16636;18.85;31;23.81
16642;18.85;31;23.81
16648;19.34;31;23.81
16653;19.34;30.94;23.81
16659;18.85;31;23.81
16665;18.85;31;23.81
16671;18.85;31;23.81
16677;18.36;30.94;23.81
16682;18.85;30.94;23.81
16688;19.34;30.94;23.81
16694;18.85;30.94;23.81
