time;TAmb;T1;T2
5609;18.85;29.19;21.75
5615;18.85;29.19;21.75
5621;18.85;29.19;21.75
5627;18.85;29.19;21.75
5632;18.85;29.19;21.75
5638;18.85;29.19;21.75
5644;18.36;29.19;21.75
5650;18.85;29.19;21.75
5656;18.36;29.25;21.75
5661;18.36;29.25;21.75
5667;18.85;29.25;21.75
5673;18.85;29.25;21.75
5679;18.36;29.31;21.75
5685;18.85;29.31;21.75
5691;18.36;29.31;21.75
5696;18.85;29.31;21.75
5702;18.36;29.31;21.75
5708;18.36;29.31;21.75
5714;18.85;29.31;21.81
5720;18.85;29.31;21.81
5726;18.85;29.31;21.75
5731;18.85;29.31;21.81
5737;18.85;29.31;21.75
5743;18.85;29.31;21.81
5749;18.36;29.31;21.81
5755;18.85;29.31;21.81
5761;18.85;29.31;21.75
5766;18.36;29.25;21.81
5772;18.85;29.31;21.81
5778;18.85;29.31;21.81
5784;18.85;29.31;21.81
5790;18.85;29.31;21.81
5795;18.85;29.31;21.81
5801;18.85;29.31;21.81
5807;18.85;29.25;21.81
5813;18.85;29.25;21.81
5819;18.85;29.25;21.81
5825;18.85;29.25;21.81
5830;18.85;29.25;21.81
5836;18.85;29.25;21.81
5842;18.85;29.25;21.81
5848;18.85;29.25;21.81
5854;18.85;29.31;21.81
5860;18.36;29.31;21.81
5865;18.85;29.31;21.81
5871;18.36;29.31;21.81
5877;18.85;29.31;21.81
5883;18.85;29.31;21.81
5889;18.85;29.31;21.81
5894;18.85;29.31;21.81
5900;18.85;29.31;21.81
5906;18.85;29.37;21.81
5912;18.85;29.37;21.81
5918;18.85;29.31;21.81
5924;18.85;29.31;21.81
5929;18.85;29.31;21.81
5935;18.85;29.31;21.81
5941;18.85;29.31;21.81
5947;18.85;29.31;21.81
5953;18.85;29.31;21.81
5959;18.85;29.31;21.81
5964;18.85;29.31;21.81
5970;18.85;29.37;21.81
5976;18.85;29.37;21.81
5982;18.85;29.37;21.81
5988;18.85;29.37;21.81
5994;18.36;29.37;21.87
5999;18.85;29.37;21.81
6005;18.36;29.37;21.87
6011;18.85;29.37;21.87
6017;18.85;29.37;21.87
6023;18.85;29.37;21.81
6028;18.85;29.37;21.87
6034;18.85;29.37;21.87
6040;18.85;29.37;21.87
6046;18.85;29.37;21.87
6052;18.85;29.37;21.87
6058;18.85;29.37;21.87
6063;18.85;29.37;21.87
6069;18.85;29.44;21.87
6075;18.85;29.37;21.87
6081;18.85;29.37;21.87
6087;18.85;29.37;21.87
6093;18.85;29.37;21.87
6098;18.85;29.37;21.87
6104;18.85;29.37;21.87
6110;18.36;29.44;21.87
6116;18.85;29.44;21.87
6122;18.36;29.44;21.87
6127;18.85;29.44;21.87
6133;18.85;29.44;21.87
6139;18.36;29.44;21.87
6145;18.85;29.44;21.87
6151;18.85;29.44;21.87
6157;18.85;29.44;21.87
6162;18.36;29.44;21.87
6168;18.85;29.44;21.87
6174;18.85;29.37;21.87
6180;18.85;29.37;21.87
6186;18.85;29.37;21.87
6192;18.85;29.37;21.87
6197;18.36;29.37;21.87
6203;18.36;29.37;21.87
6209;18.85;29.37;21.87
6215;18.85;29.37;21.87
6221;18.85;29.37;21.87
6227;18.36;29.31;21.87
6232;18.85;29.37;21.87
6238;18.36;29.37;21.87
6244;18.85;29.37;21.87
6250;18.85;29.37;21.87
6256;18.85;29.37;21.87
6261;18.85;29.37;21.87
6267;18.36;29.44;21.87
6273;18.85;29.44;21.87
6279;18.85;29.37;21.87
6285;18.85;29.44;21.87
6291;18.36;29.44;21.87
6296;18.85;29.44;21.94
6302;18.85;29.44;21.94
6308;18.85;29.44;21.87
6314;18.36;29.44;21.94
6320;18.85;29.44;21.87
6326;18.85;29.44;21.94
6331;18.85;29.44;21.94
6337;18.85;29.44;21.94
6343;18.85;29.44;21.94
6349;18.36;29.5;21.94
6355;18.85;29.5;21.94
6360;18.36;29.5;21.94
6366;18.85;29.5;21.94
6372;18.85;29.5;21.94
6378;18.85;29.5;21.94
6384;18.85;29.5;21.94
6390;18.85;29.5;21.94
6395;18.85;29.5;21.94
6401;19.34;29.5;21.94
6407;18.85;29.56;21.94
6413;18.85;29.56;21.94
6419;18.85;29.56;21.94
6425;18.85;29.56;21.94
6430;18.85;29.56;21.94
6436;18.85;29.56;21.94
6442;18.85;29.56;21.94
6448;18.85;29.56;21.94
6454;18.85;29.56;21.94
6460;18.85;29.56;21.94
6465;18.85;29.56;21.94
6471;18.85;29.56;21.94
6477;18.36;29.56;21.94
6483;18.36;29.56;21.94
6489;18.85;29.56;21.94
6494;18.85;29.56;21.94
6500;18.85;29.56;21.94
6506;18.85;29.56;21.94
6512;18.85;29.56;21.94
6518;18.36;29.56;21.94
6524;18.36;29.56;21.94
6529;18.85;29.56;21.94
6535;18.85;29.56;22
6541;18.36;29.56;21.94
6547;18.85;29.56;21.94
6553;18.85;29.56;22
6559;18.85;29.56;22
6564;18.85;29.56;22
6570;18.36;29.56;22
6576;18.85;29.56;21.94
6582;18.85;29.56;22
6588;18.36;29.56;22
6593;18.85;29.56;22
6599;18.36;29.56;22
6605;18.85;29.56;22
6611;18.36;29.56;22
6617;18.36;29.56;22
6623;18.36;29.56;22
6628;18.85;29.56;22
6634;18.85;29.56;22
6640;18.36;29.56;22
6646;18.85;29.56;22
6652;18.85;29.5;22
6658;18.85;29.5;22
6663;18.85;29.5;22
6669;18.85;29.5;22
6675;18.85;29.5;22
6681;18.85;29.5;22
6687;18.85;29.44;22
6693;18.85;29.44;22
6698;18.36;29.44;22
6704;18.85;29.44;22
6710;18.85;29.37;22
6716;18.85;29.37;22
6722;18.85;29.37;22
6727;18.85;29.44;22
6733;18.85;29.37;22
6739;18.85;29.37;22
6745;18.85;29.37;22
6751;18.85;29.37;22
6757;18.85;29.37;22
6762;18.36;29.37;22
6768;18.85;29.37;22
6774;18.85;29.37;22
6780;18.85;29.37;22
6786;18.85;29.37;22
6792;18.85;29.37;22
6797;18.85;29.37;22
6803;18.85;29.37;22
6809;18.85;29.37;22
6815;18.85;29.37;22
6821;18.36;29.37;22
6826;18.85;29.37;22
6832;18.85;29.37;22
6838;18.85;29.37;22.06
6844;18.85;29.37;22.06
6850;18.85;29.37;22
6856;18.85;29.37;22
6861;18.85;29.37;22
6867;18.85;29.31;22.06
6873;18.85;29.31;22.06
6879;18.85;29.31;22.06
6885;18.85;29.31;22.06
6891;18.85;29.37;22.06
6896;18.85;29.37;22.06
6902;18.85;29.37;22.06
6908;18.85;29.37;22.06
6914;18.85;29.37;22.06
6920;18.85;29.37;22.06
6926;18.85;29.37;22.06
6931;18.85;29.37;22.06
6937;18.85;29.37;22.06
6943;18.85;29.37;22.06
6949;18.85;29.37;22.06
6955;18.36;29.37;22.06
6960;18.85;29.44;22.06
6966;18.85;29.44;22.06
6972;18.85;29.37;22.06
6978;18.85;29.44;22.06
6984;18.85;29.37;22.06
6990;19.34;29.37;22.06
6995;18.85;29.37;22.06
7001;18.85;29.44;22.06
7007;18.36;29.44;22.06
7013;18.85;29.37;22.06
7019;18.36;29.37;22.06
7025;18.85;29.37;22.06
7030;18.85;29.37;22.06
7036;18.85;29.37;22.06
7042;18.85;29.37;22.06
7048;18.85;29.44;22.06
7054;18.36;29.44;22.06
7059;18.85;29.44;22.06
7065;18.85;29.44;22.06
7071;18.85;29.44;22.06
7077;18.85;29.44;22.06
7083;18.85;29.44;22.06
7089;18.85;29.44;22.06
7094;18.85;29.44;22.06
7100;18.85;29.44;22.06
7106;18.85;29.44;22.06
7112;18.85;29.44;22.06
7118;18.85;29.44;22.06
7124;18.36;29.44;22.06
7129;18.85;29.44;22.06
7135;18.85;29.44;22.12
7141;18.85;29.44;22.12
7147;18.85;29.44;22.12
7153;18.85;29.44;22.12
7159;18.85;29.44;22.12
7164;18.85;29.44;22.12
7170;18.85;29.44;22.12
7176;19.34;29.44;22.12
7182;18.85;29.44;22.12
7253;18.85;29.44;22.12
7258;18.85;29.44;22.12
7263;18.85;29.44;22.12
7269;18.85;29.44;22.12
7275;18.85;29.44;22.12
7281;18.85;29.44;22.12
7287;18.85;29.37;22.12
7292;18.85;29.37;22.12
7298;18.85;29.37;22.12
7304;18.85;29.37;22.12
7310;18.85;29.37;22.12
7316;18.85;29.37;22.12
7322;18.85;29.37;22.12
7327;18.85;29.37;22.12
7333;18.85;29.37;22.12
7339;18.85;29.37;22.12
7345;18.85;29.37;22.12
7351;18.85;29.37;22.12
7357;18.85;29.37;22.12
7362;18.85;29.44;22.12
7368;18.85;29.44;22.12
7374;18.85;29.44;22.12
7380;18.85;29.44;22.12
7386;18.85;29.37;22.12
7392;18.85;29.37;22.12
7397;18.85;29.44;22.12
7403;18.85;29.44;22.12
7409;18.85;29.44;22.12
7415;18.85;29.44;22.12
7421;18.85;29.44;22.12
7426;18.85;29.44;22.19
7432;18.85;29.44;22.12
7438;18.85;29.44;22.19
7444;18.85;29.44;22.19
7450;18.85;29.44;22.12
7456;18.85;29.44;22.12
7461;18.85;29.5;22.19
7467;18.85;29.44;22.12
7473;18.85;29.44;22.12
7479;18.85;29.44;22.19
7485;18.85;29.44;22.19
7491;18.85;29.44;22.19
7496;18.85;29.5;22.19
7502;18.36;29.5;22.19
7508;18.85;29.5;22.19
7514;18.36;29.56;22.19
7520;18.85;29.56;22.19
7525;18.85;29.56;22.19
7531;18.85;29.56;22.19
7537;18.85;29.56;22.19
7543;18.85;29.56;22.19
7549;18.85;29.56;22.19
7555;18.85;29.62;22.19
7560;18.85;29.62;22.19
7566;18.85;29.62;22.19
7572;18.85;29.62;22.19
7578;18.85;29.62;22.19
7584;18.85;29.62;22.19
7590;18.85;29.62;22.19
7595;18.85;29.69;22.19
7601;18.85;29.69;22.19
7607;18.85;29.69;22.19
7613;18.85;29.69;22.19
7619;19.34;29.69;22.19
7625;18.85;29.69;22.19
7630;18.85;29.69;22.19
7636;19.34;29.69;22.19
7642;19.34;29.69;22.19
7648;18.85;29.69;22.19
7654;18.85;29.75;22.19
7659;18.85;29.75;22.19
7665;18.85;29.75;22.19
7671;18.85;29.75;22.19
7677;18.85;29.75;22.19
7683;18.85;29.75;22.19
7689;18.85;29.75;22.19
7694;18.85;29.75;22.19
7700;19.34;29.75;22.19
7706;18.85;29.75;22.19
7712;18.85;29.81;22.19
7718;18.36;29.81;22.25
7724;18.85;29.81;22.19
7729;18.85;29.75;22.19
7735;18.85;29.75;22.19
7741;18.85;29.75;22.19
7747;18.85;29.75;22.25
7753;18.85;29.75;22.19
7758;18.85;29.75;22.25
7764;18.85;29.75;22.25
7770;18.85;29.75;22.25
7776;19.34;29.69;22.25
7782;18.85;29.69;22.25
7788;18.85;29.75;22.25
7793;18.85;29.75;22.25
7799;18.85;29.75;22.25
7805;18.85;29.69;22.25
7811;19.34;29.75;22.25
7817;19.34;29.75;22.25
7823;18.85;29.75;22.25
7828;19.34;29.75;22.25
7834;18.85;29.75;22.25
7840;18.85;29.75;22.25
7846;18.85;29.75;22.25
7852;18.85;29.75;22.25
7858;18.85;29.75;22.25
7863;18.85;29.75;22.25
7869;18.85;29.75;22.25
7875;18.85;29.75;22.25
7881;18.36;29.75;22.25
7887;18.85;29.75;22.25
7892;18.85;29.69;22.25
7898;18.85;29.69;22.25
7904;19.34;29.69;22.25
7910;18.85;29.69;22.25
7916;19.34;29.69;22.25
7922;18.85;29.69;22.25
7927;18.85;29.75;22.25
7933;18.85;29.69;22.25
7939;18.85;29.69;22.25
7945;18.85;29.69;22.25
7951;18.85;29.69;22.25
7957;18.85;29.69;22.25
7962;18.85;29.69;22.25
7968;18.85;29.69;22.25
7974;18.85;29.69;22.25
7980;18.85;29.69;22.25
7986;18.85;29.69;22.25
7991;18.85;29.69;22.25
7997;18.85;29.69;22.25
8003;18.85;29.69;22.25
8009;18.85;29.69;22.25
8015;18.85;29.69;22.25
8021;18.85;29.69;22.25
8026;18.85;29.69;22.31
8032;18.85;29.69;22.25
8038;18.85;29.62;22.31
8044;19.34;29.62;22.25
8050;18.85;29.62;22.31
8056;18.85;29.69;22.31
8061;18.85;29.69;22.25
8067;18.85;29.69;22.31
8073;18.85;29.69;22.25
8079;18.85;29.69;22.31
8085;19.34;29.69;22.31
8091;18.85;29.69;22.31
8096;18.85;29.62;22.31
8102;18.85;29.62;22.31
8108;18.85;29.62;22.31
8114;19.34;29.69;22.31
8120;19.34;29.69;22.31
8125;18.85;29.69;22.31
8131;18.85;29.69;22.31
8137;19.34;29.62;22.31
8143;19.34;29.62;22.31
8149;18.85;29.62;22.31
8155;18.85;29.62;22.31
8160;18.85;29.62;22.31
8166;18.85;29.62;22.31
8172;18.85;29.62;22.31
8178;18.85;29.62;22.31
8184;18.85;29.62;22.31
8190;19.34;29.62;22.31
8195;18.85;29.62;22.31
8201;18.85;29.69;22.31
8207;19.34;29.69;22.31
8213;18.85;29.69;22.31
8219;18.85;29.69;22.31
8224;18.85;29.69;22.31
8230;18.85;29.69;22.31
8236;18.85;29.69;22.31
8242;19.34;29.69;22.31
8248;18.85;29.69;22.31
8254;19.34;29.75;22.31
8259;18.85;29.75;22.31
8265;18.85;29.75;22.31
8271;18.85;29.75;22.31
8277;19.34;29.75;22.31
8283;18.85;29.75;22.31
8289;18.85;29.75;22.31
8294;19.34;29.75;22.31
8300;18.85;29.75;22.31
8306;18.85;29.75;22.31
8312;18.85;29.75;22.31
8318;18.85;29.75;22.31
8324;18.85;29.62;22.37
8329;18.85;29.56;22.31
8335;18.85;29.56;22.37
8341;18.36;29.5;22.37
8347;18.85;29.5;22.37
8353;18.85;29.56;22.37
8358;18.85;29.56;22.37
8364;18.85;29.56;22.37
8370;19.34;29.56;22.37
8376;18.85;29.56;22.31
8382;18.85;29.62;22.37
8388;18.85;29.62;22.37
8393;19.34;29.62;22.37
8399;18.85;29.62;22.37
8405;18.85;29.62;22.37
8411;18.85;29.62;22.37
8417;18.85;29.62;22.37
8423;18.85;29.62;22.37
8428;19.34;29.62;22.37
8434;18.85;29.62;22.37
8440;18.85;29.62;22.37
8446;18.85;29.62;22.37
8452;19.34;29.62;22.37
8457;18.85;29.62;22.37
8463;18.85;29.62;22.37
8469;19.34;29.62;22.37
8475;19.34;29.62;22.37
8481;18.85;29.69;22.37
8487;18.85;29.62;22.37
8492;18.85;29.69;22.37
8498;19.34;29.69;22.37
8504;18.85;29.69;22.37
8510;18.85;29.69;22.37
8516;18.85;29.69;22.37
8522;18.85;29.62;22.37
8527;18.85;29.69;22.37
8533;19.34;29.62;22.37
8539;18.85;29.69;22.37
8545;18.85;29.69;22.37
8551;18.85;29.69;22.37
8557;18.85;29.69;22.37
8562;18.85;29.62;22.37
8568;18.85;29.62;22.37
8574;19.34;29.69;22.37
8580;19.34;29.69;22.37
8586;18.85;29.69;22.37
8591;19.34;29.69;22.37
8597;19.34;29.69;22.37
8603;18.85;29.69;22.37
8609;18.85;29.75;22.37
8615;18.85;29.75;22.37
8621;18.85;29.75;22.37
8626;19.34;29.75;22.44
8632;18.85;29.75;22.44
8638;18.85;29.75;22.37
8644;18.85;29.75;22.44
8650;18.85;29.75;22.44
8656;18.85;29.75;22.44
8661;18.85;29.75;22.44
8667;19.34;29.75;22.44
8673;18.85;29.75;22.44
8679;18.85;29.75;22.37
8685;18.85;29.75;22.44
8690;18.85;29.75;22.44
8696;18.85;29.75;22.44
8702;19.34;29.81;22.44
8708;18.85;29.81;22.44
8714;19.34;29.81;22.44
8720;18.85;29.81;22.44
8725;18.85;29.81;22.44
8731;18.85;29.81;22.44
8737;18.85;29.87;22.44
8743;18.85;29.81;22.44
8749;18.85;29.87;22.44
8755;18.85;29.87;22.44
8760;19.34;29.87;22.44
8766;18.85;29.87;22.44
8772;18.85;29.87;22.44
8778;18.85;29.87;22.44
8784;19.34;29.87;22.44
8790;19.34;29.87;22.44
8795;18.85;29.87;22.44
8801;19.34;29.87;22.44
8807;18.85;29.94;22.44
8813;19.34;29.94;22.44
8819;18.85;29.87;22.44
8824;18.85;29.87;22.44
8830;19.34;29.94;22.44
8836;18.85;29.87;22.44
8842;18.85;29.94;22.44
8848;18.85;29.94;22.44
8854;19.34;29.94;22.44
8859;18.85;29.94;22.44
8865;19.34;29.94;22.44
8871;19.34;29.94;22.44
8877;18.85;29.87;22.44
8883;19.34;29.87;22.44
8889;18.85;29.87;22.44
8894;18.85;29.87;22.44
8900;19.34;29.87;22.44
8906;18.85;29.87;22.44
8912;18.85;29.87;22.44
8918;19.34;29.87;22.44
8924;18.85;29.87;22.44
8929;19.34;29.87;22.44
8935;18.85;29.87;22.44
8941;19.34;29.87;22.44
8947;18.85;29.87;22.5
8953;18.85;29.87;22.5
8958;18.85;29.87;22.5
8964;18.85;29.87;22.5
8970;18.85;29.87;22.5
8976;18.85;29.87;22.5
8982;19.34;29.87;22.5
8988;19.34;29.81;22.5
8993;19.34;29.81;22.5
8999;19.34;29.81;22.5
9005;19.34;29.81;22.5
9011;18.85;29.81;22.5
9017;18.85;29.81;22.5
9023;19.34;29.81;22.5
9028;19.34;29.81;22.5
9034;19.34;29.81;22.5
9040;18.85;29.87;22.5
9046;18.85;29.87;22.5
9052;18.85;29.87;22.5
9057;19.34;29.87;22.5
9063;18.85;29.87;22.5
9069;18.85;29.87;22.5
9075;19.34;29.87;22.5
9081;18.85;29.87;22.5
9087;18.85;29.94;22.5
9092;18.85;29.94;22.5
9098;18.85;29.94;22.5
9104;19.34;29.94;22.5
9110;18.85;29.94;22.5
9116;18.85;29.94;22.5
9122;18.85;29.94;22.5
9127;19.34;29.94;22.5
9133;18.85;29.94;22.5
9139;18.85;29.94;22.5
9145;18.85;29.94;22.5
9151;19.34;29.94;22.5
9157;18.85;29.94;22.5
9162;18.85;30;22.5
9168;18.85;29.94;22.5
9174;18.85;30;22.5
9180;19.34;30;22.5
9186;19.34;30;22.5
9191;18.85;30;22.5
9197;18.85;30;22.5
9203;18.85;30;22.5
9209;19.34;30;22.56
9215;18.85;30;22.5
9221;19.34;30;22.5
9226;18.85;30;22.5
9232;18.85;30;22.5
9238;18.85;30;22.56
9244;18.85;30;22.5
9250;18.85;30;22.5
9256;18.85;30;22.5
9261;18.85;30;22.56
9267;19.34;30.06;22.5
9273;19.34;30.06;22.5
9279;18.85;30.06;22.56
9285;19.34;30.06;22.56
9290;19.34;30.06;22.56
9296;18.85;30.06;22.56
9302;19.34;30.06;22.56
9308;18.85;30.06;22.56
9314;19.34;30;22.56
9320;18.85;30;22.56
9325;18.85;30;22.56
9331;18.85;30;22.56
9337;18.85;30;22.56
9343;18.85;30;22.56
9349;19.34;30;22.56
9355;19.34;30;22.56
9360;19.34;30;22.56
9366;18.85;30;22.56
9372;19.34;30;22.56
9378;18.85;30;22.56
9384;18.85;30;22.56
9390;18.85;30;22.56
9395;18.85;30;22.56
9401;18.85;30;22.56
9407;18.85;30;22.56
9413;18.85;30;22.56
9419;18.85;30;22.56
9424;18.85;30;22.56
9430;18.85;30;22.56
9436;18.85;30;22.56
9442;18.85;30;22.56
9448;18.85;30;22.56
9454;19.34;30;22.56
9459;18.85;30;22.56
9465;19.34;30;22.56
9471;19.34;30;22.56
9477;18.85;30;22.56
9483;19.34;30;22.56
9489;19.34;30;22.56
9494;19.34;29.94;22.56
9500;19.34;30;22.56
9506;19.34;30;22.56
9512;18.85;30;22.56
9518;18.85;30;22.56
9523;18.85;30;22.56
9529;19.34;30;22.56
9535;18.85;30;22.56
9541;19.34;30;22.56
9547;18.85;30;22.56
9553;18.85;30;22.56
9558;18.85;30;22.56
9564;18.85;30;22.56
9570;18.85;30;22.56
9576;18.85;30;22.62
9582;18.85;30;22.62
9588;18.85;30;22.56
9593;18.85;30;22.56
9599;19.34;30;22.62
9605;18.85;30;22.62
9611;19.34;30;22.62
9617;18.85;30;22.62
9623;19.34;30;22.62
9628;19.34;30;22.62
9634;18.85;29.94;22.62
9640;18.85;30;22.62
9646;18.85;30;22.62
9652;19.34;30;22.62
9657;18.85;30;22.62
9663;18.85;30;22.62
9669;19.34;30;22.62
9675;19.34;30;22.62
9681;19.34;30;22.62
9687;19.34;30;22.62
9692;18.85;30;22.62
9698;18.85;30;22.62
9704;18.85;30;22.62
9710;18.85;30;22.62
9716;19.34;30.06;22.62
9722;18.85;30.06;22.62
9727;18.85;30.06;22.62
9733;18.85;30.06;22.62
9739;18.85;30.06;22.62
9745;18.85;30.06;22.62
9751;18.85;30.06;22.62
9756;18.85;30.06;22.62
9762;18.85;30.06;22.62
9768;19.34;30.06;22.62
9774;18.85;30.06;22.62
9780;18.85;30.06;22.62
9786;19.34;30.06;22.62
9791;18.85;30;22.62
9797;18.85;30;22.62
9803;18.85;30.06;22.62
9809;19.34;30.06;22.62
9815;18.85;30.06;22.62
9821;18.85;30.06;22.62
9826;19.34;30.06;22.62
9832;18.85;30.06;22.62
9838;18.85;30.06;22.62
9844;18.85;30.06;22.62
9850;19.34;30.06;22.69
9856;18.85;30.12;22.62
9861;18.85;30.12;22.62
9867;18.85;30.12;22.62
9873;19.34;30.12;22.62
9879;18.85;30.12;22.69
9885;19.34;30.12;22.62
9890;18.85;30.12;22.62
9896;18.85;30.12;22.69
9902;19.34;30.19;22.69
9908;19.34;30.19;22.69
9914;18.85;30.19;22.69
9920;18.85;30.19;22.69
9925;19.34;30.19;22.69
9931;18.85;30.19;22.69
9937;18.85;30.19;22.69
9943;19.34;30.19;22.69
9949;18.85;30.19;22.69
9955;18.85;30.19;22.69
9960;18.85;30.19;22.69
9966;18.85;30.19;22.69
9972;19.34;30.19;22.69
9978;18.85;30.19;22.69
9984;18.85;30.19;22.69
9989;18.85;30.19;22.69
9995;18.85;30.19;22.69
10001;19.34;30.19;22.69
10007;18.85;30.19;22.69
10013;18.85;30.19;22.69
10019;18.85;30.19;22.69
10024;18.85;30.19;22.69
10030;18.85;30.19;22.69
10036;19.34;30.19;22.69
10042;18.85;30.19;22.69
10048;18.85;30.19;22.69
10054;18.85;30.12;22.69
10059;18.85;30.19;22.69
10065;19.34;30.19;22.69
10071;18.85;30.19;22.69
10077;19.34;30.19;22.69
10083;18.85;30.19;22.69
10089;18.85;30.19;22.69
10094;19.34;30.19;22.69
10100;18.85;30.19;22.69
10106;19.34;30.19;22.69
10112;18.85;30.19;22.69
10118;18.85;30.25;22.69
10123;18.85;30.25;22.69
10129;19.34;30.25;22.69
10135;18.85;30.25;22.69
10141;18.85;30.25;22.69
10147;18.85;30.19;22.69
10153;19.34;30.19;22.69
10158;18.85;30.25;22.69
10164;19.34;30.25;22.69
10170;18.85;30.25;22.69
10176;19.34;30.25;22.75
10182;19.34;30.25;22.69
10188;19.34;30.25;22.69
10193;18.85;30.25;22.69
10199;18.85;30.25;22.69
10205;18.85;30.25;22.75
10211;19.34;30.25;22.75
10217;18.85;30.25;22.75
10222;18.85;30.25;22.75
10228;18.85;30.25;22.75
10234;18.85;30.25;22.75
10240;19.34;30.25;22.75
10246;19.34;30.25;22.75
10252;18.85;30.19;22.75
10257;18.85;30.19;22.75
10263;18.85;30.19;22.75
10269;18.85;30.19;22.75
10275;19.34;30.19;22.75
10281;19.34;30.19;22.75
10287;18.85;30.19;22.75
10292;18.36;30.19;22.75
10298;18.85;30.19;22.75
10304;18.85;30.19;22.75
10310;18.85;30.19;22.75
10316;18.85;30.19;22.75
10322;18.85;30.19;22.75
10327;18.85;30.19;22.75
10333;18.36;30.19;22.75
10339;18.85;30.19;22.75
10345;19.34;30.19;22.75
10351;18.85;30.19;22.75
10356;19.34;30.19;22.75
10362;19.34;30.19;22.75
10368;19.34;30.19;22.75
10374;18.36;30.25;22.75
10380;19.34;30.25;22.75
10386;18.85;30.25;22.75
10391;18.85;30.25;22.75
10397;18.85;30.25;22.75
10403;19.34;30.25;22.75
10409;18.85;30.25;22.75
10415;18.85;30.25;22.75
10421;19.34;30.25;22.75
10426;18.85;30.25;22.75
10432;19.34;30.25;22.75
10438;19.34;30.25;22.75
10444;18.85;30.25;22.75
10450;18.85;30.25;22.75
10455;18.85;30.25;22.75
10461;19.34;30.25;22.75
10467;19.34;30.25;22.75
10473;18.85;30.25;22.75
10479;18.85;30.25;22.75
10485;19.34;30.25;22.75
10490;18.85;30.25;22.75
10496;19.34;30.25;22.75
10502;18.85;30.25;22.75
10508;18.85;30.25;22.75
10514;18.85;30.25;22.81
10520;19.34;30.25;22.81
10525;18.85;30.25;22.81
10531;19.34;30.25;22.81
10537;18.85;30.25;22.81
10543;18.85;30.25;22.81
10549;19.34;30.25;22.81
10555;18.85;30.25;22.81
10560;19.34;30.31;22.75
10566;18.85;30.31;22.81
10572;18.85;30.31;22.81
10578;18.85;30.31;22.81
10584;19.34;30.31;22.81
10589;19.34;30.25;22.81
10595;18.85;30.31;22.81
10601;18.85;30.31;22.81
10607;18.85;30.31;22.81
10613;19.34;30.31;22.81
10619;18.85;30.31;22.81
10624;18.85;30.31;22.81
10630;18.85;30.31;22.81
10636;18.85;30.31;22.81
10642;18.85;30.31;22.81
10648;19.34;30.31;22.81
10654;19.34;30.31;22.81
10659;18.85;30.31;22.81
10665;18.85;30.31;22.81
10671;19.34;30.31;22.81
10677;18.85;30.31;22.81
10683;19.34;30.31;22.81
10688;18.85;30.31;22.81
10694;19.34;30.31;22.81
10700;18.85;30.31;22.81
10706;19.34;30.31;22.81
10712;18.85;30.31;22.81
10718;18.85;30.31;22.81
10723;18.85;30.31;22.81
10729;18.85;30.31;22.81
10735;18.85;30.31;22.81
10741;18.85;30.31;22.81
10747;18.85;30.31;22.81
10753;18.85;30.31;22.81
10758;19.34;30.31;22.81
10764;18.85;30.31;22.81
10770;18.85;30.31;22.81
10776;18.85;30.31;22.81
10782;18.85;30.31;22.81
10788;18.85;30.31;22.81
10793;18.85;30.31;22.81
10799;18.85;30.31;22.81
10805;18.85;30.31;22.81
10811;18.85;30.31;22.81
10817;18.85;30.31;22.81
10822;19.34;30.31;22.81
10828;18.85;30.31;22.81
10834;18.85;30.31;22.81
10840;19.34;30.31;22.87
10846;18.85;30.31;22.81
10852;18.85;30.31;22.81
10857;18.85;30.31;22.87
10863;19.34;30.31;22.81
10869;18.85;30.37;22.81
10875;18.85;30.37;22.81
10881;18.85;30.37;22.87
10887;19.34;30.31;22.81
10892;19.34;30.31;22.87
10898;18.85;30.31;22.81
10904;18.85;30.31;22.87
10910;18.85;30.31;22.87
10916;18.85;30.31;22.87
10921;19.34;30.31;22.87
10927;18.85;30.31;22.87
10933;18.85;30.37;22.87
10939;19.34;30.31;22.87
10945;18.85;30.31;22.87
10951;18.85;30.37;22.87
10956;18.85;30.31;22.87
10962;18.85;30.31;22.87
10968;18.85;30.31;22.87
10974;18.85;30.31;22.87
10980;18.85;30.31;22.87
10986;18.85;30.31;22.87
10991;18.85;30.37;22.87
10997;18.85;30.37;22.87
11003;19.34;30.31;22.87
11009;18.85;30.31;22.87
11015;18.85;30.31;22.87
11021;19.34;30.31;22.87
11026;18.85;30.31;22.87
11032;18.85;30.31;22.87
11038;18.85;30.31;22.87
11044;18.85;30.37;22.87
11050;18.85;30.37;22.87
11055;18.85;30.37;22.87
11061;19.34;30.37;22.87
11067;18.85;30.37;22.87
11073;18.85;30.37;22.87
11079;19.34;30.31;22.87
11085;18.85;30.31;22.87
11090;18.85;30.31;22.87
11096;18.85;30.31;22.87
11102;18.85;30.31;22.87
11108;19.34;30.31;22.87
11114;19.34;30.31;22.87
11120;18.85;30.31;22.87
11125;18.85;30.31;22.87
11131;18.85;30.31;22.87
11137;19.34;30.31;22.87
11143;18.85;30.31;22.87
11149;19.34;30.31;22.87
11154;19.34;30.31;22.87
11160;18.85;30.31;22.94
11166;18.85;30.25;22.87
11172;19.34;30.31;22.87
11178;18.85;30.31;22.87
11184;18.85;30.31;22.87
11189;18.85;30.31;22.94
11195;18.85;30.25;22.94
11201;18.85;30.25;22.94
